path,source_file,kalimat,product,quantity,tipe,speaker,intent,path_abs,feat_path,duration,n_frames,split,id,feature_path,frames
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_142.mp3,synt_142.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.44,,,141,data\features\141.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_143.mp3,synt_143.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.312,,,142,data\features\142.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_144.mp3,synt_144.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.408,,,143,data\features\143.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_145.mp3,synt_145.wav,catat 3 mie,mie,3.0,synt,tts_google,add_item,,,1.312,,,144,data\features\144.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_146.mp3,synt_146.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,1.504,,,145,data\features\145.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_147.mp3,synt_147.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.312,,,146,data\features\146.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_148.mp3,synt_148.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.408,,,147,data\features\147.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_149.mp3,synt_149.wav,catat 2 kopi,kopi,2.0,synt,tts_google,add_item,,,1.44,,,148,data\features\148.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_150.mp3,synt_150.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.472,,,149,data\features\149.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_151.wav,synt_151.wav,catat 2 air mineral,air mineral,2.0,synt,tts_google,add_item,,,1.472,,,150,data\features\150.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_152.wav,synt_152.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.12,,,151,data\features\151.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_153.wav,synt_153.wav,catat 5 sabun,sabun,5.0,synt,tts_google,add_item,,,1.6,,,152,data\features\152.npy,101
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_154.wav,synt_154.wav,catat 3 mie,mie,3.0,synt,tts_google,add_item,,,0.864,,,153,data\features\153.npy,55
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_155.wav,synt_155.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.6,,,154,data\features\154.npy,101
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_156.wav,synt_156.wav,catat 3 minyak,minyak,3.0,synt,tts_google,add_item,,,1.28,,,155,data\features\155.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_157.wav,synt_157.wav,catat 2 sabun,sabun,2.0,synt,tts_google,add_item,,,1.248,,,156,data\features\156.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_158.wav,synt_158.wav,catat 4 beras,beras,4.0,synt,tts_google,add_item,,,1.088,,,157,data\features\157.npy,69
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_159.wav,synt_159.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.376,,,158,data\features\158.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_160.wav,synt_160.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.248,,,159,data\features\159.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_161.wav,synt_161.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,1.152,,,160,data\features\160.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_162.wav,synt_162.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,1.472,,,161,data\features\161.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_163.wav,synt_163.wav,catat 5 minyak,minyak,5.0,synt,tts_google,add_item,,,1.152,,,162,data\features\162.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_164.wav,synt_164.wav,catat 2 kopi,kopi,2.0,synt,tts_google,add_item,,,1.472,,,163,data\features\163.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_165.wav,synt_165.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,0.832,,,164,data\features\164.npy,53
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_166.wav,synt_166.wav,catat 2 beras,beras,2.0,synt,tts_google,add_item,,,1.088,,,165,data\features\165.npy,69
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_167.wav,synt_167.wav,catat 1 sabun,sabun,1.0,synt,tts_google,add_item,,,1.184,,,166,data\features\166.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_168.wav,synt_168.wav,catat 1 teh,teh,1.0,synt,tts_google,add_item,,,1.50925,,,167,data\features\167.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_169.wav,synt_169.wav,catat 3 air mineral,air mineral,3.0,synt,tts_google,add_item,,,1.6,,,168,data\features\168.npy,101
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_170.wav,synt_170.wav,catat 3 air mineral,air mineral,3.0,synt,tts_google,add_item,,,1.152,,,169,data\features\169.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_171.wav,synt_171.wav,catat 2 mie,mie,2.0,synt,tts_google,add_item,,,1.952,,,170,data\features\170.npy,123
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_172.wav,synt_172.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.312,,,171,data\features\171.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_173.wav,synt_173.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.12,,,172,data\features\172.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_174.wav,synt_174.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.056,,,173,data\features\173.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_175.wav,synt_175.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.1638125,,,174,data\features\174.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_176.wav,synt_176.wav,catat 5 susu,susu,5.0,synt,tts_google,add_item,,,1.216,,,175,data\features\175.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_177.wav,synt_177.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.152,,,176,data\features\176.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_178.wav,synt_178.wav,catat 5 susu,susu,5.0,synt,tts_google,add_item,,,1.41325,,,177,data\features\177.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_179.wav,synt_179.wav,catat 3 air mineral,air mineral,3.0,synt,tts_google,add_item,,,1.504,,,178,data\features\178.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_180.wav,synt_180.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.366875,,,179,data\features\179.npy,86
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_181.wav,synt_181.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,1.12,,,180,data\features\180.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_182.wav,synt_182.wav,catat 4 telur,telur,4.0,synt,tts_google,add_item,,,1.024,,,181,data\features\181.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_183.wav,synt_183.wav,catat 3 kopi,kopi,3.0,synt,tts_google,add_item,,,0.992,,,182,data\features\182.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_184.wav,synt_184.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.152,,,183,data\features\183.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_185.wav,synt_185.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.216,,,184,data\features\184.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_186.wav,synt_186.wav,catat 2 kopi,kopi,2.0,synt,tts_google,add_item,,,1.184,,,185,data\features\185.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_187.wav,synt_187.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,1.504,,,186,data\features\186.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_188.wav,synt_188.wav,catat 2 air mineral,air mineral,2.0,synt,tts_google,add_item,,,1.216,,,187,data\features\187.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_189.wav,synt_189.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,2.0140625,,,188,data\features\188.npy,126
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_190.wav,synt_190.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.408,,,189,data\features\189.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_191.wav,synt_191.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,1.366875,,,190,data\features\190.npy,86
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_192.wav,synt_192.wav,catat 2 susu,susu,2.0,synt,tts_google,add_item,,,1.568,,,191,data\features\191.npy,99
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_193.wav,synt_193.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,1.056,,,192,data\features\192.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_194.wav,synt_194.wav,catat 3 beras,beras,3.0,synt,tts_google,add_item,,,1.0475625,,,193,data\features\193.npy,66
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_195.wav,synt_195.wav,catat 4 gula,gula,4.0,synt,tts_google,add_item,,,1.248,,,194,data\features\194.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_196.wav,synt_196.wav,catat 4 beras,beras,4.0,synt,tts_google,add_item,,,2.24,,,195,data\features\195.npy,141
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_197.wav,synt_197.wav,catat 5 minyak,minyak,5.0,synt,tts_google,add_item,,,0.992,,,196,data\features\196.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_198.wav,synt_198.wav,catat 1 air mineral,air mineral,1.0,synt,tts_google,add_item,,,1.12,,,197,data\features\197.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_199.wav,synt_199.wav,catat 4 sabun,sabun,4.0,synt,tts_google,add_item,,,1.632,,,198,data\features\198.npy,103
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_200.wav,synt_200.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,0.864,,,199,data\features\199.npy,55
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_201.wav,synt_201.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,2.528,,,200,data\features\200.npy,159
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_202.wav,synt_202.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,1.504,,,201,data\features\201.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_203.wav,synt_203.wav,catat 2 susu,susu,2.0,synt,tts_google,add_item,,,1.632,,,202,data\features\202.npy,103
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_204.wav,synt_204.wav,catat 4 telur,telur,4.0,synt,tts_google,add_item,,,1.4975,,,203,data\features\203.npy,94
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_205.wav,synt_205.wav,catat 4 beras,beras,4.0,synt,tts_google,add_item,,,1.12,,,204,data\features\204.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_206.wav,synt_206.wav,catat 3 mie,mie,3.0,synt,tts_google,add_item,,,1.184,,,205,data\features\205.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_207.wav,synt_207.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,1.242125,,,206,data\features\206.npy,78
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_208.wav,synt_208.wav,catat 2 susu,susu,2.0,synt,tts_google,add_item,,,1.152,,,207,data\features\207.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_209.wav,synt_209.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.344,,,208,data\features\208.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_210.wav,synt_210.wav,catat 1 gula,gula,1.0,synt,tts_google,add_item,,,1.024,,,209,data\features\209.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_211.wav,synt_211.wav,catat 1 gula,gula,1.0,synt,tts_google,add_item,,,1.344,,,210,data\features\210.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_212.wav,synt_212.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,1.306125,,,211,data\features\211.npy,82
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_213.wav,synt_213.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.376,,,212,data\features\212.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_214.wav,synt_214.wav,catat 5 minyak,minyak,5.0,synt,tts_google,add_item,,,1.184,,,213,data\features\213.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_215.wav,synt_215.wav,catat 5 susu,susu,5.0,synt,tts_google,add_item,,,1.64575,,,214,data\features\214.npy,103
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_216.wav,synt_216.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.504,,,215,data\features\215.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_217.wav,synt_217.wav,catat 5 kopi,kopi,5.0,synt,tts_google,add_item,,,1.152,,,216,data\features\216.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_218.wav,synt_218.wav,catat 3 minyak,minyak,3.0,synt,tts_google,add_item,,,1.312,,,217,data\features\217.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_219.wav,synt_219.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.4655,,,218,data\features\218.npy,92
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_220.wav,synt_220.wav,catat 2 sabun,sabun,2.0,synt,tts_google,add_item,,,1.216,,,219,data\features\219.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_221.wav,synt_221.wav,catat 3 mie,mie,3.0,synt,tts_google,add_item,,,1.419125,,,220,data\features\220.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_222.wav,synt_222.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.306125,,,221,data\features\221.npy,82
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_223.wav,synt_223.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.248,,,222,data\features\222.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_224.wav,synt_224.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.856,,,223,data\features\223.npy,117
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_225.wav,synt_225.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,1.274125,,,224,data\features\224.npy,80
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_226.wav,synt_226.wav,catat 2 gula,gula,2.0,synt,tts_google,add_item,,,1.024,,,225,data\features\225.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_227.wav,synt_227.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.088,,,226,data\features\226.npy,69
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_228.wav,synt_228.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.088,,,227,data\features\227.npy,69
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_229.wav,synt_229.wav,catat 4 beras,beras,4.0,synt,tts_google,add_item,,,2.0316875,,,228,data\features\228.npy,127
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_230.wav,synt_230.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,0.8966875,,,229,data\features\229.npy,57
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_231.wav,synt_231.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,3.488,,,230,data\features\230.npy,219
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_232.wav,synt_232.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.312,,,231,data\features\231.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_233.wav,synt_233.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,1.54975,,,232,data\features\232.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_234.wav,synt_234.wav,catat 2 beras,beras,2.0,synt,tts_google,add_item,,,1.248,,,233,data\features\233.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_235.wav,synt_235.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.12,,,234,data\features\234.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_236.wav,synt_236.wav,catat 5 mie,mie,5.0,synt,tts_google,add_item,,,1.408,,,235,data\features\235.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_237.wav,synt_237.wav,catat 5 susu,susu,5.0,synt,tts_google,add_item,,,1.152,,,236,data\features\236.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_238.wav,synt_238.wav,catat 4 telur,telur,4.0,synt,tts_google,add_item,,,1.344,,,237,data\features\237.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_239.wav,synt_239.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.28,,,238,data\features\238.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_240.wav,synt_240.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.632,,,239,data\features\239.npy,103
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_241.wav,synt_241.wav,catat 2 mie,mie,2.0,synt,tts_google,add_item,,,2.016,,,240,data\features\240.npy,127
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_242.wav,synt_242.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,1.152,,,241,data\features\241.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_243.wav,synt_243.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,2.176,,,242,data\features\242.npy,137
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_244.wav,synt_244.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,1.184,,,243,data\features\243.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_245.wav,synt_245.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,1.12,,,244,data\features\244.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_246.wav,synt_246.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.344,,,245,data\features\245.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_247.wav,synt_247.wav,catat 3 gula,gula,3.0,synt,tts_google,add_item,,,1.1638125,,,246,data\features\246.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_248.wav,synt_248.wav,catat 2 beras,beras,2.0,synt,tts_google,add_item,,,1.660125,,,247,data\features\247.npy,104
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_249.wav,synt_249.wav,catat 1 gula,gula,1.0,synt,tts_google,add_item,,,1.248,,,248,data\features\248.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_250.wav,synt_250.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.262375,,,249,data\features\249.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_251.wav,synt_251.wav,catat 1 teh,teh,1.0,synt,tts_google,add_item,,,1.216,,,250,data\features\250.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_252.wav,synt_252.wav,catat 5 mie,mie,5.0,synt,tts_google,add_item,,,1.152,,,251,data\features\251.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_253.wav,synt_253.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.472,,,252,data\features\252.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_254.wav,synt_254.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.504,,,253,data\features\253.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_255.wav,synt_255.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,1.984,,,254,data\features\254.npy,125
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_256.wav,synt_256.wav,catat 1 teh,teh,1.0,synt,tts_google,add_item,,,0.928,,,255,data\features\255.npy,59
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_257.wav,synt_257.wav,catat 2 mie,mie,2.0,synt,tts_google,add_item,,,1.344,,,256,data\features\256.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_258.wav,synt_258.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.12,,,257,data\features\257.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_259.wav,synt_259.wav,catat 3 air mineral,air mineral,3.0,synt,tts_google,add_item,,,1.1435625,,,258,data\features\258.npy,72
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_260.wav,synt_260.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.024,,,259,data\features\259.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_261.wav,synt_261.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,1.376,,,260,data\features\260.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_262.wav,synt_262.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,1.184,,,261,data\features\261.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_263.wav,synt_263.wav,catat 4 air mineral,air mineral,4.0,synt,tts_google,add_item,,,1.184,,,262,data\features\262.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_264.wav,synt_264.wav,catat 4 sabun,sabun,4.0,synt,tts_google,add_item,,,1.430875,,,263,data\features\263.npy,90
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_265.wav,synt_265.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,0.96,,,264,data\features\264.npy,61
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_266.wav,synt_266.wav,catat 4 telur,telur,4.0,synt,tts_google,add_item,,,1.024,,,265,data\features\265.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_267.wav,synt_267.wav,catat 3 mie,mie,3.0,synt,tts_google,add_item,,,1.5615,,,266,data\features\266.npy,98
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_268.wav,synt_268.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.056,,,267,data\features\267.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_269.wav,synt_269.wav,catat 4 air mineral,air mineral,4.0,synt,tts_google,add_item,,,1.408,,,268,data\features\268.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_270.wav,synt_270.wav,catat 4 teh,teh,4.0,synt,tts_google,add_item,,,0.928,,,269,data\features\269.npy,59
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_271.wav,synt_271.wav,catat 4 gula,gula,4.0,synt,tts_google,add_item,,,1.12,,,270,data\features\270.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_272.wav,synt_272.wav,catat 2 teh,teh,2.0,synt,tts_google,add_item,,,1.024,,,271,data\features\271.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_273.wav,synt_273.wav,catat 2 mie,mie,2.0,synt,tts_google,add_item,,,0.96,,,272,data\features\272.npy,61
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_274.wav,synt_274.wav,catat 2 air mineral,air mineral,2.0,synt,tts_google,add_item,,,1.216,,,273,data\features\273.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_275.wav,synt_275.wav,catat 4 gula,gula,4.0,synt,tts_google,add_item,,,1.216,,,274,data\features\274.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_276.wav,synt_276.wav,catat 3 mie,mie,3.0,synt,tts_google,add_item,,,1.0331875,,,275,data\features\275.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_277.wav,synt_277.wav,catat 5 kopi,kopi,5.0,synt,tts_google,add_item,,,0.992,,,276,data\features\276.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_278.wav,synt_278.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.12,,,277,data\features\277.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_279.wav,synt_279.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.692125,,,278,data\features\278.npy,106
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_280.wav,synt_280.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,0.992,,,279,data\features\279.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_281.wav,synt_281.wav,catat 3 kopi,kopi,3.0,synt,tts_google,add_item,,,1.5615,,,280,data\features\280.npy,98
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_282.wav,synt_282.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.408,,,281,data\features\281.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_283.wav,synt_283.wav,catat 5 kopi,kopi,5.0,synt,tts_google,add_item,,,0.992,,,282,data\features\282.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_284.wav,synt_284.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.216,,,283,data\features\283.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_285.wav,synt_285.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,1.408,,,284,data\features\284.npy,89
